"method","cv_scheme","prob","SE","df","asymp.LCL","asymp.UCL"
"pr","classic",0.10623299573311,0.00103506188367093,NA,0.104221313278707,0.108278814144448
"randomraw","classic",0.0600038028528971,0.000770084800798524,NA,0.058512116772848,0.0615310320659118
"random","classic",0.0474061813011786,0.000681547982753712,NA,0.0460881139783136,0.0487600170181875
"EGAD","classic",0.102462453277054,0.00101600560983005,NA,0.100488190572342,0.104470998870519
"ppr","classic",0.149976028217249,0.00123270211909805,NA,0.147575969389829,0.152408140905181
"raw","classic",0.12350768068189,0.00111794752569155,NA,0.121333188752196,0.125715567394245
"gm","classic",0.0382132431702305,0.000609704079051955,NA,0.037036024402043,0.0394263487229261
"mc","classic",0.11887776554712,0.00109640694750715,NA,0.11674559350617,0.121043541768913
"z","classic",0.120413811670511,0.00110360572463837,NA,0.118267497176473,0.122593661733037
"knn","classic",0.0896513858087378,0.000948337182899194,NA,0.0878099675135102,0.0915275449468301
"wsld","classic",0.0860152016063966,0.000928235881720727,NA,0.0842132363953859,0.0878520257583808
"COSNet","classic",0.107115273248344,0.00103946816542641,NA,0.105094937821433,0.109169709469177
"bagsvm","classic",0.107487770139901,0.00104132259781693,NA,0.105463792945326,0.109545833194051
"rf","classic",0.0689534261837049,0.000827695606085623,NA,0.0673487365948337,0.070593456031196
"svm","classic",0.0687998117774603,0.000826738144634336,NA,0.0671970004591162,0.0704379671299396
"pr","block",0.103951897234151,0.00101730211500867,NA,0.101974858125087,0.105962743473861
"randomraw","block",0.0586502254861243,0.000754766858590531,NA,0.0571882854051642,0.0601471538629164
"random","block",0.0463227792139035,0.000667447973353439,NA,0.0450320397792264,0.0476486687742733
"EGAD","block",0.100253236520236,0.000998356132451065,NA,0.09831339210492,0.102227017042076
"ppr","block",0.146910043663927,0.00121447926482967,NA,0.144545635342948,0.14930637756923
"raw","block",0.120905828302125,0.00109983729680155,NA,0.118766706747142,0.123078096796417
"gm","block",0.0373316994526101,0.000596725357342652,NA,0.0361795882414337,0.0385190325229046
"mc","block",0.116360499951621,0.00107836708464216,NA,0.114263549711083,0.118490785039026
"z","block",0.117868370971892,0.00108554069211495,NA,0.11575733115465,0.120012684171419
"knn","block",0.0876914039138537,0.000931164868233193,NA,0.0858834381791064,0.089533702011461
"wsld","block",0.0841273685844149,0.000911230302537594,NA,0.08235852040018,0.0859306495341302
"COSNet","block",0.104817451728265,0.00102168443950792,NA,0.102831808675734,0.106836870936055
"bagsvm","block",0.105182899189791,0.00102352896396911,NA,0.103193634663561,0.10720592670334
"rf","block",0.0674124399678686,0.000811687896932865,NA,0.0658388702202422,0.0690208397873617
"svm","block",0.0672620105575583,0.000810741213603907,NA,0.0656902975804491,0.068868556618822
"pr","representative",0.106723852839264,0.00103886956409786,NA,0.104704742417072,0.108777168783227
"randomraw","representative",0.0602954649640145,0.000773378661987405,NA,0.0587973822242092,0.0618292095491434
"random","representative",0.0476397131765831,0.000684582357694595,NA,0.0463157645512327,0.048999562761555
"EGAD","representative",0.102937894876003,0.00101979056980921,NA,0.100956250662254,0.10495389543631
"ppr","representative",0.150634938306173,0.00123659763678355,NA,0.14822725783734,0.153074698852908
"raw","representative",0.124067276723962,0.00112182593940602,NA,0.121885209499965,0.126282790762183
"gm","representative",0.038403314569699,0.000612498768123047,NA,0.037220689231339,0.0396219694654658
"mc","representative",0.119419242206993,0.00110027147728144,NA,0.11727952439,0.121592620885354
"z","representative",0.12096132437911,0.00110747525331046,NA,0.118807453544283,0.123148785916397
"knn","representative",0.0900733477773709,0.000952022852704129,NA,0.0882247492009779,0.0919567740460402
"wsld","representative",0.0864216738700448,0.000931886613919107,NA,0.0846125987534272,0.0882656986222362
"COSNet","representative",0.10760971615392,0.00104328076344722,NA,0.105581942671396,0.109671659087579
"bagsvm","representative",0.107983724541094,0.00104513722746861,NA,0.105952305119371,0.110049298096788
"rf","representative",0.0692853835433083,0.000831135844031293,NA,0.0676740056202908,0.0709322107019883
"svm","representative",0.0691310845137618,0.000830176099652811,NA,0.0675215894175132,0.0707760327874881
